price,bedrooms,bathrooms,sqft_living,condition,yr_built
297000,5,2.5,1970,4,1994
575550,4,2.5,2060,3,1985
534640,3,2.5,2130,4,1994
352500,3,2.25,1410,3,1987
488000,2,2,1360,3,1944
732000,3,2,1940,5,1954
215000,2,2.25,1610,4,1979
592500,2,2,1420,5,1928
290000,4,2.5,1700,4,1988
475000,2,1,1490,3,1929
320000,3,2.5,2680,3,1990
1216000,4,2.5,3190,5,1967
290000,5,1.5,2120,5,1962
487250,4,2,1690,3,1901
339000,4,2.5,1830,3,2003
440000,2,1.5,1010,5,1906
366500,4,2.75,2070,5,1945
462000,3,1.5,1710,3,1928
560000,4,1,1660,3,1945
285000,4,1.75,2080,4,1955
280000,3,2.5,1270,3,1993
210000,3,1,1080,3,1942
690000,3,2,1610,5,1940
256500,2,1,1120,4,1980
411000,4,2.75,2500,3,1966
215000,3,1,970,4,1970
762000,5,2,3370,4,1907
359950,3,1,1290,4,1960
480000,4,3.5,3370,3,2005
1405000,4,3.5,3410,3,2008
390000,4,2.5,2490,3,1999
413500,2,1,770,5,1924
285000,1,1.5,810,4,1982
475000,4,2.5,3060,4,1968
386591,3,2.5,1690,3,2014
524950,3,1.75,1890,3,1974
241000,2,2,1470,3,2005
461000,2,1,1060,3,1926
810000,4,2.5,3480,3,1988
885000,4,2.75,2730,3,1921
247000,3,2.25,1580,4,1986
296500,3,2.75,2170,4,1978
141800,2,1,930,4,1942
333000,4,2,1580,2,1906
602000,5,1.75,3290,3,1973
565000,4,2.25,2110,4,1979
373000,3,2.5,1670,3,1999
588000,3,2.25,2030,4,1977
485000,3,1,1500,3,1926
482500,3,2.25,1450,3,2005
251200,4,1.5,1310,3,1953
869000,5,3.25,4180,4,1979
464000,3,1.75,1630,3,1967
755000,4,2.5,2660,3,1993
280000,3,2.5,1720,3,2005
485000,2,2.25,1260,3,2004
305000,3,1.75,1610,3,1981
110700,2,1,680,3,1941
850000,4,3.5,2640,3,1937
350000,3,2.25,1640,4,1985
319950,4,1.75,2310,4,1976
700000,3,1.75,2010,5,1912
368000,2,1.5,1660,5,1908
433500,3,2.5,2200,3,2009
611000,4,2.5,2460,3,1998
1000000,2,1.75,2430,3,1951
307000,3,1,1370,3,1960
442500,3,1.75,1800,3,1967
485000,3,1.75,2200,3,1908
367000,2,1,700,3,1945
429000,3,2.5,1920,3,1995
446000,5,2.75,2190,5,1978
572500,3,2.25,2030,4,1984
477000,3,2.5,1350,3,2005
518000,3,2.5,1680,3,2008
462000,5,1.75,1250,4,1966
1190000,4,3,2240,4,1914
137000,3,1,950,3,1954
530000,3,3.5,2320,3,1997
818000,2,2.5,2380,3,2011
640000,2,2.25,1540,3,2007
298450,5,3,2100,3,2007
575000,4,2.5,2500,3,2013
730000,4,2.5,3230,3,2004
551000,3,2.5,2830,3,2001
271310,2,1,870,2,1906
675000,4,3,2690,3,1954
479000,3,2.5,1260,3,2008
520000,4,3.5,2680,3,1942
599950,3,2.5,2660,3,2014
483945,2,1.75,1480,4,1951
390000,4,2.25,1770,4,1965
192500,2,1,950,3,1926
330000,2,1,860,4,1948
250000,4,2,1960,5,1978
243000,2,1,1770,4,1943
575000,4,1.75,1280,3,1926
639000,4,2.5,2150,4,1982
710000,2,1,1790,4,1923
675000,3,2.25,1990,4,1987
405000,5,2.5,2430,3,2001
615000,4,2.75,2820,3,1965
490000,3,1,1910,4,1946
467000,3,2.25,1270,3,2005
480000,4,2.75,2050,4,1986
755000,6,2,2150,3,1952
760000,4,1.75,2450,4,1987
387000,2,2.25,1230,3,2012
925000,4,2.25,2260,4,1967
415000,2,1,1050,4,1943
263000,3,1.75,1570,3,1982
519900,4,2,1820,4,1967
570000,2,1.75,1540,4,1908
450000,3,1.5,2060,3,1953
1300000,4,3.5,4380,3,2001
300000,3,1,1090,4,1955
320000,3,1.75,1480,4,1965
387500,4,1,1320,3,1929
458000,1,2.25,2140,3,1976
1212500,4,3.5,4560,3,1995
380000,4,3,2800,3,2002
200000,3,1,1050,4,1967
385000,3,1.5,1490,4,1959
396675,2,1,1730,4,1945
452000,4,1,1210,3,1900
426000,4,2.5,2800,3,2004
792000,3,1.5,1570,3,1915
315000,3,2.25,1400,2,1987
1275000,4,2,2850,4,1970
326000,6,3,1880,4,1966
268500,2,1,790,4,1953
440000,2,1.75,1300,3,1948
300000,3,1,2120,4,1967
525000,3,1.5,1540,3,1941
978000,4,2.75,2620,4,1926
1125000,6,3,2880,4,1919
700000,4,1,1680,3,1921
315000,2,1,790,3,1955
309000,3,1,1092,3,1918
219950,3,1.5,1650,3,1967
289000,3,2.5,2090,3,2002
210000,4,1.75,2180,3,1950
260000,4,2.5,1990,3,1989
699000,4,2.5,2650,3,2006
1800000,4,3.5,4460,3,1962
299950,3,1,910,4,1950
749950,3,2.5,2770,3,1992
1100000,3,2,2390,5,1939
555000,3,2.5,3050,4,1987
384000,3,2.5,1700,3,2003
499950,5,3.5,3200,3,1989
430000,3,1.75,1200,5,1906
350000,4,2.25,2220,4,1999
620000,3,2.5,2480,3,2004
765000,4,2.25,2560,4,1976
250000,4,1.5,2500,4,1961
376000,2,1,1150,3,1947
475000,4,1.75,1650,4,1950
120750,3,1.75,1140,4,1969
1690000,3,1.75,3400,5,1957
330000,3,1,1180,4,1959
619500,3,2.5,1700,3,1992
345000,3,1.5,1240,4,1954
598000,5,2.25,2890,3,1977
335000,3,1,1060,4,1967
372500,4,1.75,1590,4,1922
300000,6,5.25,2860,3,1978
194000,1,1,820,3,2007
507500,3,2,2020,3,1963
325000,4,2.25,1870,4,1959
329900,3,2.5,2170,3,2004
329000,4,2.5,1600,3,1947
494000,4,1.75,2090,4,1925
206000,4,2,1700,3,1978
423000,4,1.75,1940,4,1941
259000,3,1,1320,4,1957
879950,4,2.25,3500,4,1938
345600,5,3.5,2800,3,1903
395000,3,1.5,1080,4,1920
625000,4,2.5,3550,3,2007
439000,3,2,2010,3,2003
380000,3,1.75,1690,3,2008
440000,3,1.5,1270,3,2007
415000,3,2.25,1970,3,2008
860000,4,2.75,3160,3,2014
500000,3,2.5,1210,3,2008
953007,4,3.5,3120,3,2008
515000,4,2.5,2670,3,2006
772000,3,2.25,1640,3,2014
329995,4,2.5,2303,3,2013
409316,3,2.5,1800,3,2014
490000,5,3.5,4460,3,2013
305000,2,2.5,1590,3,2009
785000,4,3.5,3070,3,2009
240000,2,1.75,1330,3,1993
325000,3,1,990,4,1947
535800,4,2.5,1900,3,1994
720000,3,2.5,2020,3,2000
374000,3,1.75,2000,4,1961
189650,2,1.75,1100,3,1980
420850,1,1,960,5,1945
815000,4,2.75,3488,3,1998
1065000,2,1.75,1890,3,1987
199000,4,2,2030,3,1950
195000,3,1.75,1380,3,1981
1506000,4,3.25,3660,3,1909
288400,3,2.25,1870,3,1997
442000,4,2.25,2080,4,1979
619420,4,2.75,2450,4,1988
635000,4,2.25,2750,4,1948
210000,3,1,1240,4,1916
512500,3,2.5,1900,3,1990
567000,3,2.5,2540,3,1999
525000,3,2.75,2100,3,1998
475000,4,2,1790,4,1909
250000,3,2,1170,3,1984
220000,3,1,1060,5,1956
230000,5,2,1930,3,1941
385500,3,2,1540,3,1961
895000,5,3,2876,4,1973
368250,3,2.5,2150,3,1988
249900,2,1,1140,3,1947
350000,3,1.5,980,5,1969
175000,3,1.75,1230,4,1962
270000,3,1.75,1390,3,1957
495000,3,3.5,2380,3,1997
1580000,3,3.25,3690,3,2007
542500,5,3.25,3010,5,1931
330000,3,1,1250,3,1969
1003000,4,2.75,2290,4,1926
299800,2,1,790,4,1925
299900,3,2.5,2720,3,2002
691000,4,2.75,2550,3,1972
195000,2,1,1080,4,1972
405000,3,1.75,2470,4,1962
360000,2,0.75,850,5,1909
256750,3,2.5,1990,3,1969
332500,3,2.25,1800,3,1995
975000,5,4,4850,3,1977
218000,3,1,1020,3,1956
429000,3,2.5,2420,3,1985
589000,4,2.5,2910,3,1998
255000,3,1.5,1060,3,1973
668750,4,2.5,2340,3,1964
344500,4,2.75,1800,3,2002
452000,4,2,1660,3,1945
540000,3,1.75,1300,3,1983
246000,3,1.5,1780,3,1953
535000,2,1,1030,3,1939
970000,4,3.25,2790,3,1963
430000,3,1,1150,5,1906
520000,4,2.5,3290,3,1992
712000,4,2.5,3400,3,2001
450000,2,1,1200,3,1940
220000,4,2.5,2160,3,1993
525000,3,1,1450,4,1948
1220000,4,2.5,3240,3,2008
540000,3,2,1470,3,2007
600000,4,2.5,2360,3,2001
600000,3,2.25,2230,4,1987
625000,4,2.5,2630,3,1986
150000,3,1,1010,3,1966
389999,3,2.25,1445,3,2003
285000,3,1.75,2380,3,1935
744000,4,2.75,2830,3,1998
700000,4,2.5,3010,3,1996
318989,4,2.25,2000,4,1978
556000,3,2.25,2020,3,1998
275000,3,2.5,2030,3,1993
430000,3,2.75,2550,3,1994
300000,2,1,970,3,1949
396450,3,1.75,1540,5,1967
225000,2,1,1396,3,1940
700000,4,3.25,2780,3,2006
260000,6,2,2220,3,1977
655000,4,3.5,2350,3,1994
1185000,3,2.25,2760,5,1978
1550000,3,2.5,4460,3,1992
413800,3,2,1440,3,2007
950000,5,3.75,5330,3,2006
334990,4,2.5,2220,3,2014
2700000,5,4.75,5305,3,2005
1030000,3,4,3880,3,2009
1130000,4,3.25,3810,3,2007
556000,3,3,1960,3,2007
360000,3,2.5,1530,3,2009
480000,4,2.25,3250,4,1983
324000,3,2.5,1750,3,1994
1050000,4,3.25,3440,3,1983
275000,1,0.75,1170,5,1962
180000,3,1,870,3,1969
749000,4,2.5,2930,3,1998
1600000,3,2.5,3160,4,1966
373500,2,1,800,3,1918
770000,4,2.5,2350,4,1987
356000,2,1.75,1060,3,1977
625000,3,1.75,2060,4,1984
494400,2,1.75,1560,4,1904
585000,4,1.75,3000,3,1950
926300,3,1.5,1660,3,1907
600000,3,1.75,1650,5,1908
430000,4,3,3220,3,1990
307000,3,1.5,2320,3,1976
604700,4,2.75,2750,3,1981
219900,3,1,910,2,1956
270000,2,1.5,840,3,2005
432000,3,2.25,1470,3,2007
300000,6,2,2040,4,1943
361000,3,1,1100,4,1922
249950,2,1,940,4,1959
320000,3,2,1110,5,1978
305000,4,1.75,2200,5,1942
503000,2,1.75,2860,3,1948
235750,2,1,740,2,1938
657000,4,1.75,2740,3,1954
385000,3,1,1250,4,1956
389950,4,2.5,3140,3,1991
150000,2,1,820,3,1954
254500,4,2.75,2570,3,1998
555000,4,2.25,2350,4,1977
1075000,4,3,3600,4,1976
245000,4,2,1580,3,1967
319950,2,1,1070,5,1949
337000,3,1,1070,5,1951
492000,4,2,1640,3,1907
1170000,3,2.75,2890,4,1987
348580,3,1,1220,3,1966
180000,2,1,1400,3,1922
400000,3,1,1040,3,1942
295000,4,2,980,5,1978
910000,4,3.25,3340,3,1963
1150000,6,4.5,6040,3,1996
431500,3,3.5,1900,3,2008
180000,4,1.5,1740,3,1962
677000,3,2,2000,4,1916
1180500,3,1.75,1610,3,1973
635700,4,2.5,3240,3,1977
482000,5,2.25,2230,3,1978
168000,2,2.5,1160,3,1998
805000,4,2.75,2410,5,1950
398000,2,1,590,3,1983
665000,4,2.5,2600,3,1996
592500,4,3,2170,4,1968
940000,4,2.75,2080,3,1912
655000,4,2.5,2860,3,1999
622500,4,2.5,2980,3,2000
380000,2,2.5,1230,3,2011
648360,4,1.75,2260,4,1947
432000,3,2.75,2200,3,1982
1050000,4,2.5,3030,4,1988
353250,2,1,1060,3,1979
1000000,4,3,4260,3,1996
320000,3,2.25,998,3,2007
349900,4,2.5,2052,3,2014
330000,4,3.5,3150,3,2005
408000,3,2.25,1950,4,2006
321000,3,2.25,1347,3,2010
1051000,4,3.75,3860,3,2007
2150000,4,5.5,5060,3,2008
359000,3,1.5,1360,3,2008
300000,5,2.5,2760,3,2006
380000,5,3.5,2420,3,2013
660000,3,2.5,2450,3,2010
355000,3,2.25,1280,3,2005
259000,3,2.5,1550,3,2011
353000,1,1,550,3,2008
430000,2,2.5,1520,3,2007
460000,3,1,1670,4,1939
80000,1,0.75,430,2,1912
782000,4,2.5,2380,4,1991
218000,3,1,960,5,1982
325000,3,1,1920,3,1952
980000,4,3,3680,3,1967
902000,4,2.25,2530,5,1976
556000,5,2.5,3840,3,1991
662990,3,1.75,1240,5,1926
225000,2,1,1300,4,1975
439950,4,2.5,2380,3,2002
175000,2,1,1300,5,1958
306000,2,1,780,4,1946
235000,4,2.5,1810,3,1970
399500,3,1.75,2420,3,1911
478000,3,1,1280,3,1910
515000,2,1,1680,4,1941
550000,3,2.5,2510,3,1992
149000,3,1,1700,3,1955
526000,3,1.75,1680,3,1992
527550,1,0.75,820,3,1999
1050000,3,4,4380,5,1983
625000,3,2.5,2600,3,1984
950000,5,3.25,3400,3,1999
377691,5,1.75,2120,4,1942
648475,4,2.75,2250,3,1951
383000,3,1,1800,4,1942
535000,3,2.5,2210,3,1994
449950,3,2,1560,3,1923
465425,4,2.75,2430,3,1967
675000,4,2.5,2560,4,1987
599000,3,2.75,1960,5,1926
416000,3,1.5,1110,4,1963
595000,2,1.5,1030,3,1924
200000,4,1,1350,3,1966
402000,3,2,1540,3,2005
433000,4,1.75,1830,4,1966
275000,4,1.5,1930,3,1979
410000,3,2,1650,3,1983
554820,4,2,3510,3,1965
1325000,4,3,3370,3,1988
735000,3,2.5,2390,3,1984
607000,3,1,1230,4,1951
549900,4,3,2830,4,1987
258000,3,1.75,1620,3,1988
661254,4,4,2290,5,1940
945000,4,2,2840,3,1952
799950,4,3.5,4220,3,1993
132500,3,1,1080,3,1967
467100,3,1.75,1620,3,1973
1610000,4,3.5,4390,3,1990
641000,3,1.75,1620,5,1926
350000,3,1,1010,4,1947
335000,4,2.5,1750,4,1983
900000,3,3.5,4080,3,2000
440000,4,2.5,2560,4,1965
464600,3,1.75,1120,4,1925
1200000,4,3.5,4740,3,2003
300000,2,1,1340,3,1947
670500,4,2,1590,3,1951
552000,3,1,1430,4,1919
244000,4,1,1450,3,1943
788600,4,2.75,3500,3,2005
445000,3,2,1630,3,1987
530000,4,1.75,1814,4,1951
90000,2,1,580,3,1943
585000,3,2,1670,3,1931
498000,2,2,1140,3,1924
379000,2,1,800,3,1940
462000,3,1.75,1300,5,1919
388000,4,2.5,2440,3,1993
255000,3,2,1490,3,1984
665000,3,2.75,1800,4,1966
550000,3,2,1830,5,1959
606000,3,1,1500,3,1947
334000,4,2.5,2210,4,1965
360000,3,2,1270,3,2006
235000,2,1,1140,3,2007
580000,3,2.5,1620,3,2008
355000,3,2,1220,3,2007
375000,2,2.5,750,3,2006
372000,4,1.75,1960,5,1979
479000,3,1,1370,3,1924
2000000,5,4,4580,3,2004
1680000,4,4.25,5584,3,1998
501000,2,1,1010,5,1924
245000,3,1.75,1260,3,1994
496700,3,2.5,1740,4,1989
347000,4,1.5,2670,3,1996
199000,2,1,720,5,1943
440500,3,2.5,2460,3,2007
820000,4,2.5,3670,3,2005
325000,4,3.5,2630,3,1984
195000,3,1.75,1570,3,1991
675000,3,3,2980,3,1981
295000,3,2.5,1560,3,2003
355300,3,2.5,1620,5,1955
276000,3,1,1140,3,1960
460000,2,1.5,2730,4,1976
880000,3,2,2130,4,1989
370000,3,2.5,1780,3,2001
346000,4,2.5,2100,3,2009
172500,3,1,1140,3,1972
379950,3,1.5,1690,4,1956
468000,2,1,1160,4,1942
477000,4,2.75,1720,3,1978
529000,3,1,1210,4,1924
312000,3,1.5,1255,3,2004
326100,2,1,880,3,1942
360000,3,1,1050,3,1954
438000,3,1.75,1650,4,1961
360000,3,1,1570,3,1954
1050000,4,2.5,2920,3,1921
688000,4,3,3000,3,1913
585000,3,1.75,1850,4,1983
265000,3,2.5,1440,4,1983
375000,3,1.75,1440,3,1973
326500,3,1,1810,3,1970
160000,2,1,1180,3,1918
1570000,4,3.75,3070,5,1927
735000,5,2.75,3390,3,2004
400000,2,1,1470,2,1940
800000,4,2.5,2680,3,1952
949880,4,2.25,2290,3,1978
405000,3,1.75,1980,4,1949
399000,4,2.5,2870,3,1979
730001,3,2,1840,5,1951
1795000,4,3.25,4060,3,2000
260000,3,2,1630,3,2003
751750,2,2,1880,3,1902
325000,3,1.75,1780,4,1983
344950,4,2,2330,4,1941
457500,3,1.75,1840,5,1925
389000,5,2,2330,4,1962
515000,4,2.5,3200,3,2005
732000,3,2.5,2330,3,2004
415000,3,2.25,1950,3,1964
1655000,4,3.5,3080,3,1937
535000,2,1,1040,3,1951
540000,4,4.25,1960,3,1940
525000,5,3,2750,5,1926
570000,3,1.75,1930,3,1977
569950,5,4.5,4850,3,2001
283200,4,2.5,1982,3,2004
1100000,3,2.75,2640,5,1926
830000,4,2.5,1850,3,1978
495000,4,2.25,1940,4,1956
292050,5,3,2840,3,2003
415000,5,1.5,1900,3,1961
295832,5,1,1410,5,1955
450000,4,2.5,2520,3,1999
1381000,4,3.75,3160,3,1997
857000,4,3,3720,3,1991
499950,3,3.5,1820,3,2014
465000,3,2,1560,5,1967
329000,3,1,1600,4,1964
475000,3,2,1230,4,1984
255000,3,1,960,3,1955
435000,3,1,1270,3,1928
685000,3,2.5,2810,3,2001
715000,2,2.5,2160,3,2002
780000,3,3,2520,3,1925
345000,2,1.5,1180,3,2005
355000,4,2.25,1810,3,2003
282000,3,2.5,1680,3,1994
244000,3,1,910,4,1971
967500,3,3.75,3250,4,1951
375000,3,1.5,2000,3,1965
1600000,3,3.25,3790,3,1985
527500,3,1.75,2310,3,1977
994000,3,2.25,2510,5,1932
313000,3,1.75,1320,5,1948
587000,3,2.25,2370,3,1979
304000,3,1,900,4,1972
675000,3,2.5,2540,4,1940
305000,4,1,2100,4,1968
280000,3,1,1200,3,1943
960000,5,4,3720,3,2005
500000,3,2.25,1760,3,1988
274950,3,1.75,1670,3,1987
455600,3,2.5,2420,3,1998
970000,5,3,3480,4,1964
312900,4,2.5,1630,3,2003
535000,4,2.5,2340,3,1921
427000,2,1,920,3,1910
405000,2,1,910,3,1942
480000,3,1,1150,3,1943
725000,3,1.5,2500,3,1940
293000,4,2.5,3250,3,1973
268000,4,2,1930,4,1967
475000,4,3.5,3400,3,1991
488000,3,2.5,1590,3,1985
760000,4,2.5,3330,3,2009
1710000,5,4.5,4590,3,2009
754950,3,2.5,2610,3,2014
263900,3,2.5,1658,3,2014
460000,3,3.5,1600,3,2006
399950,3,3,1296,3,2009
370000,2,2.25,1280,3,2009
1149000,4,3,5940,3,2004
450800,4,3.25,2510,3,2009
627000,3,3.5,2710,3,2005
495000,3,2.5,1750,3,2013
310000,3,1,1430,4,1927
550000,4,1,1660,1,1933
215000,2,1,1320,4,1943
799000,4,3,2580,3,1984
630000,4,2.5,2740,3,1993
267000,3,2.5,2495,3,2007
900000,6,2.75,2300,4,1950
365000,3,1.5,1300,3,1963
544500,4,2.5,2230,5,1974
599000,4,2.75,2020,3,1917
815000,4,2.25,2000,3,2001
254000,2,1,1060,4,1952
740000,2,1.75,2080,5,1923
225000,3,2,2030,4,1979
925000,3,2.5,2690,5,1943
1285000,4,2.5,3240,3,1946
537000,3,2.5,1550,5,1999
335000,4,2,1480,5,1910
840000,4,2.75,3040,3,1906
224000,3,1.5,1560,4,1964
395000,3,2.5,2250,3,2006
450000,3,1,1100,3,1917
681000,3,1,1700,3,1907
898000,5,1.5,2680,4,1963
370000,3,1,800,4,1908
429000,2,1.75,1350,3,2005
150000,3,1,820,3,1910
555000,3,2.5,3160,3,2006
326000,3,2.75,1720,4,1958
225000,3,2.5,1680,3,1994
245100,3,1.75,1300,3,1996
665000,3,2.5,2190,3,1987
535000,3,2.5,1720,3,1994
305000,3,1,1160,3,1968
999000,7,4,3150,3,1957
215000,3,1.75,1210,4,1983
432500,3,1.75,1980,3,1965
655000,4,2.5,2990,3,2003
266200,3,1.5,1430,4,1966
244615,3,2.5,2060,3,1999
460000,4,3,2230,3,1991
370000,4,2.5,3090,3,1995
465000,6,3.25,4250,3,1967
1175000,3,2.5,1970,3,1937
189000,2,2,1700,5,1927
820000,3,2.5,2510,3,1995
968000,6,2.75,3610,5,1959
1400000,4,3.25,2980,3,1900
438750,3,1.75,1610,4,1947
1210000,4,2.75,3650,4,1951
600000,4,2,2510,3,1960
589000,3,1,1110,5,1932
590000,3,2,1650,4,1926
479900,3,2,1980,3,1994
210000,2,1.5,880,3,2007
745000,3,1.75,1490,4,1947
840500,3,2,2520,4,1906
420000,3,1.75,1820,3,1977
565000,7,4.5,4140,3,1978
840000,4,2.5,3420,3,2000
681716,4,2.5,3150,3,2006
600000,3,1.75,1580,3,1967
380000,3,2,1660,3,1949
168500,3,1,1100,3,1969
355000,2,1,1270,4,1920
277000,4,1,1450,3,1964
236000,4,2.25,1830,4,1989
270000,3,1.75,1300,4,1918
700000,2,1.75,2320,3,1925
425000,4,2.75,1680,4,1979
635000,3,2.5,2300,4,1921
510250,3,1.75,1400,3,1951
960000,4,2.25,2410,5,1929
254000,3,2,1480,4,1992
299000,3,1,1390,4,1954
175000,2,1,830,3,1996
157500,2,1,740,3,1949
580000,5,2,1940,5,1945
124740,3,1,1340,4,1978
1970000,8,3.5,4440,5,1959
285000,2,1,800,3,1954
242000,3,1.75,1310,3,1979
840000,4,1.75,2330,5,1924
474800,2,3.25,1400,3,2000
490000,4,2.5,2360,3,2003
465000,3,2.25,1840,3,2003
515000,4,2.5,2680,3,2004
430000,3,3.75,3890,3,1943
253400,3,2,1400,5,1968
355000,3,2.5,2400,3,1990
740000,4,2.25,2920,4,1998
186950,2,2,1390,3,1986
306000,3,2.5,1680,3,1984
510000,4,1.5,2040,4,1961
345000,2,1,1080,3,1940
875000,3,2.75,2280,5,1917
700000,4,3.5,4490,3,2006
1400000,4,3.25,4700,3,2005
499950,4,2.5,2798,3,2012
739000,3,2.5,2810,3,2005
363000,4,2.5,3753,3,2008
782000,4,3.5,3910,3,2007
325000,2,2.5,1050,3,2005
485000,4,1,1600,4,1916
452000,4,2.25,2590,4,1968
264950,4,2.25,1720,4,1978
472000,6,2.5,4410,4,1965
267500,3,1.75,1590,3,1957
565000,4,2.5,2440,3,1996
535000,3,2.5,1360,3,2003
389000,2,1,910,3,1952
400000,4,1.5,1390,3,1965
264000,3,1.5,1470,4,1958
690000,4,2.5,2920,4,1990
412000,3,1.75,1950,4,1985
695000,3,2.5,2390,3,2006
246500,3,1.5,1270,4,1964
230000,2,1,950,3,1958
302000,2,1,900,5,1925
820000,4,2.25,2280,3,1940
145000,3,1,1010,3,1954
436500,2,1,1260,3,1951
2453500,4,3.5,4730,5,1935
672000,3,2.5,2620,3,1992
680000,3,2.25,2330,5,1927
750500,5,3,2170,4,1911
550000,5,2,2450,4,1900
266500,4,1.75,1880,4,1978
619000,4,2,2300,5,1915
405000,3,2,1240,3,1988
300000,2,1,820,4,1916
231000,4,2,1530,3,1942
790000,5,3.25,2900,4,1967
400000,4,2.75,1240,3,1987
950000,4,3.5,4140,3,2000
450000,4,2,2240,5,1956
595000,3,2,1480,4,1928
332000,3,2.25,2270,3,1977
155000,3,1,1250,2,1949
400000,5,2,1930,4,1962
349000,4,1.75,1700,5,1981
529000,3,1,1590,3,1944
405000,5,1.75,1880,3,1963
635200,4,1.75,1640,5,1921
540000,3,1.5,2600,4,1940
402000,2,1,710,4,1943
3100000,6,4.25,6980,4,1999
329932,3,1.5,1460,3,1971
300000,3,2.5,2080,3,1989
525000,5,2.5,2630,3,2003
2750000,4,3.25,4430,3,1952
602500,4,2.5,2760,3,1999
400000,4,2,1670,3,1955
445000,4,1.75,1990,4,1944
525000,3,3,2600,3,1989
395000,2,1,1320,4,1909
510000,3,1.5,2240,3,1929
723000,4,2.25,1960,4,1959
503000,3,2,2590,3,1988
672500,4,2.75,2620,3,2000
860000,3,2.5,2770,3,1991
475300,3,1,2110,5,1924
295000,4,2.5,2290,3,2001
1425000,4,4.25,4960,3,1909
250000,2,1,1110,3,1951
658000,4,2.75,3310,3,2008
83000,2,1,900,3,1918
685000,3,1.75,1940,4,1960
210000,3,1.75,1590,3,1986
650880,3,2.5,2930,3,2008
350000,4,2.5,2040,3,2011
305000,2,2.25,1000,3,2006
645000,3,3.25,1730,3,2008
385000,3,1,1220,3,1901
860000,3,2.25,3060,3,1983
395000,4,2.5,2910,3,2002
260000,3,1.75,1050,3,1980
196440,3,2,1560,3,1992
425000,3,1.75,1680,4,1900
2400000,4,3.25,4140,3,1977
369000,3,2,1550,3,1959
1385000,6,2.75,5700,4,1977
349900,3,2.5,2200,3,1990
650000,2,2.5,1740,3,1994
299950,3,1,1210,3,1955
625000,4,3.25,4240,3,1989
190000,3,2.25,1590,3,1978
715000,4,1.75,3420,5,1947
659000,4,2.5,3190,5,1946
490000,3,1.75,1920,4,1947
415000,2,1.75,1340,3,2004
750000,3,1.75,1700,3,1947
700000,4,2.5,2310,3,1927
425000,3,1.75,1510,3,1989
642000,3,2.5,2670,3,1987
655000,4,2.25,2060,3,1983
1365000,3,2.5,2090,4,1928
458000,5,2.5,3090,3,1957
330000,2,2.5,1240,3,2007
384950,3,2.5,1860,3,2000
560000,3,1.5,2000,3,1953
950000,4,1.75,2500,4,1970
465000,4,2.25,1820,5,1977
425000,3,2.25,1820,3,1974
315000,3,2,1060,3,1981
530000,3,2.5,1950,3,1988
399000,2,1,940,4,1911
168000,2,1.5,1220,4,1976
1886700,5,3.5,4180,3,2004
374000,3,1,1200,4,1971
740000,5,3.75,3990,3,1937
280000,2,1,1880,3,1919
322000,4,2.5,2280,3,1994
459900,3,1.75,2580,4,1951
750000,4,2.75,2600,3,1976
1256500,4,2.5,3150,4,1966
3710000,4,3.5,5550,4,2000
427000,5,2.75,2220,3,1973
800000,2,2.25,1730,4,1947
735000,4,3,2840,4,1931
642000,4,2.5,2560,3,1992
240000,3,2,1330,4,1900
645500,2,1,1890,4,1909
840000,7,4.5,4290,5,1982
475000,2,2,1540,3,1983
568000,4,2,2340,4,1966
325000,3,1.75,2180,4,1961
825500,3,2.5,2780,3,2009
499431,4,2.75,2620,3,2013
919204,4,3.5,3760,3,2014
545000,4,2.5,2720,3,2012
660000,3,2.25,2675,3,1984
538888,5,2.75,2080,3,1987
693000,3,2.5,2460,3,1996
289950,3,2.5,1960,3,2004
587000,4,2.5,2550,3,1992
615000,3,2.25,1760,3,2014
459000,3,1.75,1620,4,1974
243000,3,1.75,1790,3,1960
1505000,4,3.5,3480,3,1926
660000,4,1.75,2780,4,1978
1595000,5,3,3640,3,1982
250000,1,1,750,3,1918
315000,3,1,960,3,1952
404000,3,1.5,2030,3,1963
559900,3,2.75,2930,3,2004
285000,2,2.5,1380,3,2011
500000,3,2,1720,5,1941
380000,2,1,1210,3,1950
469000,3,1,950,5,1948
405000,2,1.75,1710,3,1920
439900,2,2,1410,5,1909
525000,4,2.5,2910,3,2006
580000,4,2.5,2220,3,1988
1250000,5,3.25,3160,5,1972
275000,3,2,1380,3,2008
629000,3,2,1760,5,1920
395000,1,1,730,3,1911
965000,4,2.5,2460,5,1938
820000,3,1.75,2160,4,1960
661000,4,2.25,1990,4,1932
789000,3,3,3740,3,1991
668500,4,2.5,2710,3,1999
350000,3,2.5,2680,3,1990
250000,4,2,1850,4,1978
725995,4,2.5,3190,3,2001
1000000,3,2.5,2730,3,1998
686000,3,1.5,1840,5,1961
665000,4,2.5,2720,3,1987
1965221,4,3.5,4370,3,2003
653000,3,2.5,2290,3,2006
430000,2,1,990,3,1947
305000,2,1.5,1140,3,1988
809000,4,1.5,1840,4,1917
440150,2,1,1110,5,1947
615000,4,2.5,2150,4,1985
1035000,3,2.5,2230,3,2003
455000,2,1,1170,4,1941
635000,3,2.5,1960,4,1940
675000,3,2.25,2610,3,1988
316000,3,2.25,2130,3,1987
955000,3,2.25,3020,3,1969
985000,3,1.75,1670,5,1912
465500,3,1.75,1890,3,1965
305000,3,1,950,3,1950
